"id","firm_name","pharmacist","address","state","city","taluka","geocode","time_stamp"
344,SHRI SAI SAMARTH MEDICALS - 9999999999,"suvarna baburao arsude, DPH, [101960-10/06/2013]","AHMEDNAGAR-PLOT NO. 3, 90/3 A,NEAR SAI ARYA HOSPITAL ,BURUDGAON ROAD, CHANAKYA CHOWK",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,039.2387"
345,SHRI SAI SWAMI MEDICAL AND GENERAL STORES - 7588513789,"sangramsinha ramakant ghorpade, DPH, [77086-03/08/2010]","AHMEDNAGAR-GAT NO. 6/1, PLOT NO. 01,,KRANTI CHOWK, LINK ROAD, KEDGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,039.56535"
346,Shrisai Medical Cosmetics And General Stores. - 9850479464,"anil vitthalrao garad, DPH, [118608-12/12/2011]","Ahmednagar-C.S.No. 7400A/1, Gala No.1, Plot no. 7400A/1/1,Nepti Naka, Nalegaon,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,040.188821"
347,VAISHALI MEDICAL STORES - 9890399983,"rachana prakash kataria, BCO, [C-P-01/07/2010]","AHMEDNAGAR-3299, KHIST GALLI 2ND FLOOR,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,041.170587"
348,VAISHALI MEDICAL & GENERAL STORES - 9850329281,"balasaheb bhausaheb kharmale, DPH, [48181-16/01/1999]","AHMEDNAGAR-SHOP NO.1 (FROM SOUTH), GR FL, PROPERTY NO.18/2,,AT POST TAKALI KHATGAON, TAL-NAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,041.542374"
349,VAISHALI MEDICAL STORES - 9890399983,"prakash pemraj kataria, DPH, [6306-30/08/1975]","AHMEDNAGAR-5785, CENTRAL BANK ROAD,,OPP. ABC DRYCLEANING",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,041.85659"
350,VAISHALI MEDILINK & GENERAL STORES - 9422085767,"mahesh tukaram dhawale, DPH, [81360-22/01/2007]","AHMEDNAGAR-SHOP NO.1, FROM EAST SIDE, GR FL, PR NO. Z423106566,,PL NO.73/2, SAMBHAJI HOUSING SOCIETY, BURUDGAON, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,042.198837"
351,VAISHNAVI MEDICAL AND GENERAL STORE - 8390901919,"janardhan dattu zanje, DPH, [187330-16/11/2016]","AHMEDNAGAR-SHOP NO.2, FROM WEST, GR FL, MILKAT NO. 1504,,KRUSHNA SADAN, DAREWADI, TAL. AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,042.51079"
352,VAISHNAVI MEDICAL AND GENERAL STORES - 9890505029,"suyog laxman bhor, DPH, [68548-22/01/2007]","Ahmednagar-T.P.S. No.3, Final Plot No. 20, S.Plot No. 103,,First Floor, Market yard, Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,042.844735"
353,AJAY MEDICAL & GENRAL STORES - 9822070018,"sanjay kanakmal gugale, DPH, [15003-30/08/1989]","Dist. Ahmednagar-38, Ibrahim Building,Burudgaon Rd.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,043.942853"
354,AJINKYA MEDICAL AND GENERAL STORES - 9422831993,"krishna gurunath sangapurkar, DPH, [55045-26/12/2016]","AHMEDNAGAR-SHOP NO.2, FR. NORTH, GR.FL., PR NO.Z430000363, PL.NO.3,,S.NO.50/2, NILAYNIKETAN APP.,BHAMBALGALLI,BURUDGAON ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,044.849447"
355,BALAJI MEDICAL AND GENERAL STORES - 9960015603,"pankajkumar rajkumar bhandari, DPH, [73437-11/01/2007]","RAHURI-SHOP NO. 01, PROPERTY NO. 3531,,TAHARABAD ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,045.236589"
356,BALAJI MEDICAL AND GENERAL STORES - 9689722755,"dattatray maruti mahandule, DPH, [37612-14/08/1996]","AHMEDNAGAR-PROPERTY NO. 490/1,,A/P - SAROLA KASAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,045.591313"
357,BALAJI MEDICAL AND GENERAL STORES - 9552871484,"shashikant rajendra kulkarni, DPH, [172535-20/07/2016]","AHMEDNAGAR-SHOP NO. A4, NORTH SIDE, GR FL, PR. NO. 174000164,,S.NO. 16/1+2+3, PL.NO. 2+3, RAJLAXUMI EXICUTIVE, BOLHEGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,045.882891"
358,BALAJI MEDICOSE - 9921223003,"praphulkumar vilas natu, DPH, [94917-03/08/2016]","AHMEDNAGAR-SHOP NO.1, WEST SIDE, 1st FL., PR. NO. Z144046264,,LIFELINE SUPER SPECIALITY HOSP., OPP. TARAKPUR BUS STAND,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,046.241159"
359,GAJANAN MEDICAL & GENERAL STORES - 9096067809,"surekha gangadhar shejul, DPH, [51338-20/12/2001]","AHMEDNAGAR-MILKAT NO. 304,,CHICHONDIPATIL AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,046.850632"
360,Gajanan Medical & Genral Stores - 9762537545,"maheshkumar pralhad sathe, DPH, [113822-10/11/2010]","Dist. Ahmednagar-421/2B/2 Plot no. 11 Near Ambika Bus Stop,Kedgaon",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,047.147827"
361,GAJANAN MEDICAL AND GENERAL STORES - 9975081741,"sagar gorakshanath dhage, DPH, [157757-09/09/2016]","NAVNAGAPUR (AHMEDNAGAR)-L.S. NO. 50/2A1,50/2B2,50/2B1,50/3B,PLOT NO.14+15,GALA NO.1,GROUND FLOOR, ANANDNAGAR ROAD , BEHIND MAHINDRA SHOWROOM",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,047.517539"
362,GAJANAN MEDICAL AND GENERAL STROES - 9422236174,"yogeshkumar ashok gadekar, DPH, [177972-25/04/2016]","SAVEDI AHMEDNAGAR-T.P.NO.4, PLOT NO. 189/2,,GALAXY HOSPITAL,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,047.905875"
363,Gajanan Medicals - 9404252131,"satish bhaskar chikate, DPH, [11214-04/11/1980]","Dist Ahmednagar-H.No 361 Chaupati Karanja,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,048.261903"
364,GAJANAN MEDICOS - 9860433320,"yogesh shrikant shevgaonkar, DPH, [77321-28/03/2002]","AHMEDNAGAR-GAT NO. 499 / 2 B, PLOT NO. 39,,PARIJAT COLONY, KEDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,048.552678"
365,HEMRAJ MEDICAL & GENERAL STORES - 9890325625,"hemantkumar satish bhandari, DPH, [40066-16/12/2003]","Dist. Ahmednagar-1469 Ramchandra Khunt Gala no. 2,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,049.181934"
366,KAJAL MEDICALS - 9175531122,"abhay chandmal bora, DPH, [19182-03/06/2016]","AHMEDNAGAR-SHOP NO. 7, FROM NORTH, GR FL PR. NO. Z421105191,NEAR HOTEL RAMKRISHNA, NAGAR PUNE ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,049.479094"
367,MEARAJ MEDICAL & GENERAL STORES - 9403378666,"sayyad kalim bashir, DPH, [104073-28/01/2016]","AHMEDNAGAR-SHOP NO.1 (From East), CS NO. 338/2, PLOT NO. 48,,PR. NO. Z387099294, MUKUNDNAGAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,050.413432"
368,NEW RAJ MEDICAL GENERAL STORES - 9423754988,"sachin bhaskarrao deosarkar, DPH, [135870-16/12/2016]","AHMEDNAGAR-H.NO. 450, C.S.NO. 662,,WALKI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,051.034625"
369,PRAJAKTA MEDICAL & GENERAL STORES - 9822449564,"prakash paulas ghoderao, DPH, [67821-22/11/2007]","AHMEDNAGAR-C. S. NO. 7598, MALMATTA NO. 137/1, PLOT NO. 8,DR. GAIKWAD HOSPITAL CAMPUS,MOHANBAG, DELHIGATE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,051.396775"
370,RAJ MEDICAL AND GENERAL STORES - 9604818383,"madhuri vasantrao gadage, DPH, [76086-22/06/2005]","Ahmednagar-Plot No. 26, Gala No.4, S.No.135-139, Shukratara,,Sachin Nagar, Behind Market Yard,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,052.032704"
371,RAJ MEDICALS - 7507524456,"shreyas rajendra soni, DPH, [104064-07/09/2009]","AHMEDNAGAR-SHOP NO. 02, HOUSE NO. 1743,,RAMCHANDRAKHUNT,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,052.407487"
372,RAJAT PHARMA - 8888854321,"shri atish chandrakant kale, BSC, [C-P-17/01/2013]","AHEMEDNAGAR-323/1B, SHOP NO. 1,SAI SHARAN APARTMENT, BHIDE CHOWK, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,052.757178"
373,RAJESH MEDICAL & GENERAL STORES - 9999999999,"rajesh pandharinath deshpande, DPH, [22126-13/03/1989]","AHMEDNAGAR-SHOP NO.4, VARUN APARTMENT, TALMAJLA, IN FRONT OF,AKASHWANI, SAVEDI, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,053.077585"
374,SANDHYARAJ MEDICAL - 9890006580,"mr. kailas subhash kadam, DPH, [139852-02/12/2016]","AHMEDNAGAR-SHOP NO.1, FROM EAST, GR FL, PR NO. Z164000034,,P.NO. 179/17, NEAR SWAMI SAMARTH MANDIR, SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,053.958303"
375,SHREE BALAJI MEDICAL AND GENERAL STORES - 8796105829,"kiran bhawarlal kumawat, DPH, [178085-01/01/2017]","AHMEDNAGAR-H.NO.5, S.NO. 33/3, JUNA BAZAR, PIMPALGAON ROAD,,BESIDES CITY PRIDE HOTEL, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,054.276382"
376,SHRI BALAJI MEDICAL AND GENERAL STORES - 9881234586,"ashwini madhukar mhaismale , DPH, [148196-19/10/2016]","AHMEDNAGAR-SHOP NO. 01, (SOUTH SIDE), GR FL, PR. NO. Z151053514,,PLOT NO. 16/A, SHRAMIK NAGAR, SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,054.659732"
377,SHRI BALAJI MEDICAL AND GENERAL STORES - 7387264297,"mangesh rajnikant deshmane, DPH, [21248-29/11/2016]","AHMEDNAGAR-SHOP NO. 01, GROUND FLOOR, C. S. NO. 45/1, ZONE 1,,PLOT NO. 176/7, MALMATTA NO. Z147048461, BHUTKAR WADI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,055.02435"
378,SHRI GAJANAN MEDICAL AND GENERAL STORE - 8055622007,"ashwinikumar suresh singh, BPH, [190519-22/11/2016]","AHMEDNAGAR-SHOP NO.06, FROM EAST, GR FL, MI.NO.743/6, DR. DONGRE COMP.,,G.NO. 49/1B1K+1K2, PL. NO.17,GAJANAN COLONY, NAV NAGAPUR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,055.379148"
379,SHRIRAJ MEDICAL & GENERAL STORES - 9420341995,"navneet popatlal munot, DPH, [32411-17/09/2007]","AHMEDNAGAR-C. S. NO. 202, MILKAT NO. 26-B,CHATRAPATI CHOWK, NEAR KEDGAON VESH, KEDGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,055.745939"
380,SURAJ MEDICAL & GENERAL STORES - 9999999999,"chandrakant ramanlal chuttar, DPH, [34135-27/10/1993]","AHMEDNAGAR-A-14, RAJ CHAMBERS, NEAR KOTHLA STAND,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,056.15233"
381,SURAJ DISTRIBUTORS - 9422083035,"sau ashwini shankar suram, BCO, [C-P-15/02/2014]","Dist. Ahmednagar-c.s.no,2529.burud galli,,Juna Bazar, Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,056.52845"
382,SWARAJ MEDICAL AND GENERAL STORES - 9225146310,"ramprasad chandrakant kale, DPH, [179333-10/09/2016]","AHMEDNAGAR-SHOP NO. 13, (WEST SIDE), GR FL, PR. NO. Z155058801,,S. NO. 3/1 A, AADESH PLAZA, RASANE NAGAR, SAWEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,057.145661"
383,Swaraj Medical And General Stores - 9422234395,"shailendra rajendrasingh raghuvanshi, BPH, [63255-14/11/2011]","Ahmednagar-Gut No. 40/4, SantChhaya Apartment, Gala No. 9,,Opp. Kohinoor Mangal Karyalaya, Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,057.464219"
384,TAJ MEDICAL AND GENERAL STORES - 9890386782,"faheem rafique pathan, DPH, [60912-18/10/2005]","AHMEDNAGAR-S.NO.321/3, PLOT NO. 7/1, GALA NO. 2, MODEL APPARTMENT,MUKUNDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,057.817813"
385,VIRAJ MEDICAL AND GENERAL STORES - 9822309434,"jayashree raosaheb thangle , BPH, [174285-03/08/2016]","AHMEDNAGAR-TPS NO.3 ,CTS.NO.187, PLOT NO.36 A, AMEY SKIN & LASER CLINIC,FIRST FLOOR, MUNOT ESTATE, SWASTIK CHOWK, STATION ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,058.122965"
386,VIRAJ MEDICO - 9822220444,"pravin bhanudas hajare, DPH, [87962-20/02/2016]","AHMEDNAGAR-SHOP NO. 01, (NORTH), PR.NO. Z430111781, PL NO. 24, BURUDGAV,GAT NO. 5/1B+6/2A+2B+11/1+2A+2B+3+11+12, DOCTOR COLONY,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,058.427128"
387,YASHRAJ MEDICAL & GENRAL STORES - 9767877633,"sachin babanrao waykar, DPH, [94516-30/05/2013]","AHMEDNAGAR-GALA NO.61,MARKET YARD SHOPPING CENTER KOTHI ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,058.838979"
388,YOGIRAJ MEDICAL - 9881622077,"tushar vasant gaikwad, DPH, [134054-25/09/2013]","AHMEDNAGAR-SHOP NO.13A (FROM NORTH), GR. FLOOR, PR. NO.Z143045507,,S.NO.282/4A+283/2+283/5+283/6A ARYAN GARDEN BALIKASHRAM ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,059.141179"
389,AKRUTI LIFE SCIENCES PVT. LTD. - 9423177733,"kantilal digambar karanjule, BSC, [C-P-06/10/2016]","AHMEDNAGAR-SHOP NO. 1 FROM EAST, GR FL, PR. NO. Z436119198,,S.NO. 499/1A, PLOT NO. 68, SHAHUNAGAR, KEDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,059.883989"
390,AKSHATA MEDICAL & GENERAL STORES - 9730738804,"bhaskar chandrabhan kadam, DPH, [52061-10/10/2016]","dist ahmednagar-gala no.44/1/2,milkat no.688,,at & post. shendi,tal.ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,060.250804"
391,ASHTAVINAYAK MEDICAL & GENERAL STORES - 9999999999,"shivaji pandurang gangarde, DPH, [33895-02/01/1997]","Ahmednagar-TP SCH NO. 3, PLOT NO. 39, 4, SHOP NO. 3,,Near Chintamani Hospital, Balikashram Rd.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,060.540129"
392,DAKSHIJA MEDICAL AND GENERAL STORES - 8275324138,"vijaya pundlik sonawane, DPH, [81592-29/11/2015]","AHMEDNAGAR-SHOP NO.01, (SOUTH SIDE) GR. FLOOR, GUT NO. 30/1A2, PL. NO.6,PR.NO. Z176071143, KRUPAL VIHAR APP., BHIST BAUG, SAVEDI,,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,060.899325"
393,DATTAKRUPA MEDICAL AND GENERAL STORES - 9822216231,"pravin dattatray kamble, DPH, [128756-04/11/2015]","AHMEDNAGAR-SHOP NO. 02, (SOUTH SIDE), MALMATTA NO. 99, CS NO. 149,,A/P VADGAON GUPTA, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,061.264722"
394,DEEPAK MEDICAL & GENERAL STORES - 9423206040,"ajinath vinayak gangarde, DPH, [27096-15/01/1990]","Dist Ahmednagar-Ghar no. 448 A, Bajarpeth,At Post Valki, Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,062.144518"
395,DIPAK MEDICAL AND GENERAL STORES - 9766110916,"sagar shatrughna gund, DPH, [140179-18/03/2016]","AHMEDNAGAR-SHOP NO. 2 (Fr. South) GR. FL., S.NO. 80/81, PL.NO.119,,PR. NO. Z169028685, MANOLILANAGAR, BOLHEGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,062.673027"
396,GURUNANAK MEDICAL AND GENERAL STORES - 9890047032,"youvraj aziz chawan, DPH, [53688-12/10/2000]","AHMEDNAGAR-SHOP NO. 08, M. G. ROAD, BHINGAR CAMP,,BHINGAR, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,062.991965"
397,JANAKI MEDICAL AND GENERAL STORES - 9975627111,"jagdish vilas sable, BPH, [141062-14/09/2015]","AHMEDNAGAR-GALA NO. 1 & 2, C. S. NO. 132/2,,Maliwada Shivar,BEHIND MARKET YARD,Near SARASNAGAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,063.353416"
398,KAMAKSHA MEDICAL AND GENERAL STORES - 9226960913,"latika dnyandeo karad, DPH, [46567-29/09/1998]","AHMEDNAGAR-H.NO.456/1,NEAR KEDGAONDEVI,AT POST KEDGAON, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,064.023662"
399,KAMAKSHA MEDICAL AND GENERAL STORES. - 9730500982,"bharati arun shinde, DPH, [118773-03/12/2013]","KAMARGAON-Milkat No. 369,,Besides ADCC Bank,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,064.364672"
400,MINAKSHI MEDICAL (GODOWN) - 9822978270,"ashok gangadhar padle, DPH, [92455-09/11/2012]","AHMEDNAGAR-C.S.NO. 7365/A, PLOT NO. 12/888,OPP. KAMAL AUTO, LALTAKI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,064.71728"
401,MINAKSHI MEDICALS - 9822978270,"manisha ansiram pawar, BPH, [155081-14/12/2015]","Dist. Ahmednagar-swasthya hospital,,laltaki,ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,065.082922"
402,PRAKASH MEDICAL AND GENERAL STORES - 9766572727,"prakash ramdas dhavan, DPH, [69189-18/08/2004]","AHMEDNAGAR-SHOP NO 1, GR. FL., PR. NO.Z177071487, CS. NO. 12/29/122A,,JIJAMATA COLONY, BHISTABAG NAKA, PIPE LINE ROAD, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,065.62518"
403,PRAKASH MEDICAL STORES - 9403540262,"prakash jawaharlal mutha, DPH, [26648-24/01/1983]","AHMEDNAGAR-H.NO. 3808,GHUMARE GALLI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,065.947351"
404,PUSHPAK MEDICALS - 9850192859,"anand chandmal gugale, DPH, [94371-07/07/2012]","AHMEDNAGAR-H.NO. 3877, C.S.NO. 3874A/2/2,NAGARE GALLI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,066.243235"
405,SAKAR MEDICAL AND GENERAL STORES - 9527971163,"kiran narendra lodha, DPH, [108877-29/07/2013]","AHMEDNAGAR-C.S.NO. 7387, SAKAR HOSPITAL,,BALIKASHRAM ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,066.616912"
406,SAKESHWAR MEDICAL - 9270051211,"yogesh babasaheb bhawar, DPH, [149540-20/11/2013]","AHMEDNAGAR-FIRST FLOOR, T. P. NO. 3, PLOT NO. 17, SUB PLOT NO. 63 TO 66,SUPEKAR HOSPITAL, MARKET YARD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,066.978171"
407,SAMYAK MEDICAL AND GENERAL STORES - 9422083745,"mrunali chandrakant bora, DPH, [94812-11/09/2013]","AHMEDNAGAR-CTS No. 4273B, EVALE GALLI CORNER,,NEAR VASANT TALKIES CHOWK, MALIWADA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,067.339488"
408,SARTHAK MEDICAL & GENERAL STORES - 9270545595,"dnyaneshwar eknath pathare, DPH, [77317-30/08/2005]","TAKLI (KHATGAONA0-MILKAT NO 325/1,,Gala No.1",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,067.728612"
409,SARTHAK MEDICAL & GENERAL STORES - 9422086861,"savita subhash pokharna, DPH, [161951-10/06/2015]","AHMEDNAGAR-PLOT NO. 30/2, GUT NO. 28+125A+125B,,NEAR SARTHAK HOSPITAL, KANADE MALA, SARASNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,068.025948"
410,SARTHAK MEDICAL AND GENERAL STORES - 9423750716,"rupali ashok kulat , DPH, [194439-04/02/2017]","AHMEDNAGAR-C. S. NO. 5/1A, PLOT NO. 2,KARACHIWALA GAS GODOWN,DOCTOR COLONY, BURUDGAON ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,068.321162"
411,SHIVSHAKTI MEDICAL AND GENERAL STORES - 9511808050,"sujata changdeo kurhe, DPH, [164637-10/01/2015]","NIMGAON WAGHA-MILKAT NO.175, GROUND FLOOR,NEAR VITTHAL MANDIR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,068.687432"
412,SHRI SIDHIVINAYAK MEDICALS - 9999999999,"nilesh ramesh sharma, DPH, [45240-22/02/2007]","AHMEDNAGAR-GAT NO. 126-B, PLOT NO. 37-A, WARD NO. 24,SHIVNERI CHOWK , RAILWAY STATION RD. AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,069.331483"
413,SIDDHIVINAYAK MEDICAL - 9766656505,"pooja ramesh ghodake, DPH, [194445-10/11/2016]","AHMEDNAGAR-PLOT NO. 127B,/18,19,20,SIDDHIVINAYAK CHILDREN HOSPITAL NEW TILAK ROAD,SAKKAR CHOWK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,069.868619"
414,SIDDHIVINAYAK MEDICAL AND GENERAL STORES - 9527545771,"vijaykumar sahadu khandave, BPH, [94855-14/01/2014]","CHICHONDI PATIL-SHOP NO. 2, MILKAT NO. 1099, NR. GRAMPANCHAYAT BLDG.,NEAR ST STAND,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,070.226335"
415,SIDHHIVINAYAK MEDICAL & GENERAL STORES - 8888442664,"rohini balasaheb landge, DPH, [118415-14/10/2015]","AHMEDNAGAR-SHOP NO.3, ( FROM SOUTH ),MILKAT NO.749,,AT POST - DEHRE, TAL- AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,070.596492"
416,Sukhakarta Medical And General Stores. - 9766005585,"kishor shivajirao pathare, DPH, [104327-04/11/2011]","Ahmednagar-FROM SOUTH SIDE, GALA NO.3, GR FLOOR, PR. NO.Z226089366,,SR.NO.107/5+6, PLOT NO.1, NEPTI CHOWK, NALEGOAN,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,070.917585"
417,TAWAKKAL MEDICAL AND GENERAL STORES - 8793510108,"mirza rehan zaki ahmed , DPH, [92094-20/09/2008]","AHMEDNAGAR-S.NO. 338,339/4, PLOT NO. 93,,JUNA MUKUNDNAGAR, DARGA DAYARA ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,071.219892"
418,TAWAKKAL PHARMA - 9890943532,"mirza abuzar zaki ahmed, BSC, [C-P-01/08/2014]","Ahmednagar-C.S.No.4093A/1,Beside Patwekar Masjid,Juna Bzar,ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,071.590249"
419,VINAYAK MEDICAL AND GENERAL STORES - 9730014325,"mahesh prabhakar dange, DPH, [113215-15/12/2014]","AP / TAL RAHATA-SARVE NO.326/625, PLOT NO. 64, GROUND FLOOR,,LOKRUCHI NAGAR, IN DR. GORE HOSPITAL PREMISES,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,072.207216"
420,AMAR MEDICAL STORES - 9881492593,"uttam laxman bhand, DPH, [37034-31/12/2008]","Dist Ahmednagar-Milkat no. 655,At Post Walki",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,084.551946"
421,AMBIKA MEDICAL & GENERAL STORES - 9226998955,"vikas karbhari sase, DPH, [69558-27/11/2007]","Dist. Ahmednagar-Gala No. 1,Plot no. 41,S. No. 512, Near Chobhe Hospital ,,Patil Colony, Kedgaon",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,084.863982"
422,AMIT MEDICAL AND GENERAL STORE - 8805757930,"sumit babasaheb lande, DPH, [128749-24/12/2016]","AHMEDNAGAR-SHOP NO.2, FROM EAST, GR. FL, PROPERTY NO. 254,,NEAR BAZARTAL, BAZARTAL ROAD, AT POST KHARE KARJUNE,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,085.15906"
423,Amit Medico - 9970045602,"amit subhashchand chordia, BCO, [C-P-08/09/2011]","KEDGAON, AHMEDNAGAR-ROOM NO.1, FIRST FLOOR(NORTH SIDE), GUT NO.512/1/5/1B/1A/2,,PLOT NO.26, MALMATTA NO.Z437120946, PATIL COLONY,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,085.521186"
424,Amixone Healthcare - 9011067553,"shaharam eknath sangale, BA, [C-P-19/03/2014]","Dist : Ahmednagar.-C.S.No.4543 Shop No.9,,Guruganesh Complex, Vasant Talikes Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,085.817977"
425,AMOL MEDICAL & GENERAL STORES - 9999999999,"pramod achyut hajare, DPH, [56720-09/10/2003]","Dist. Ahmednagar-S.no. 176/1B Plot no. 55 Bhutkarwadi,Savedi Rd.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,086.177557"
426,AMRUTA MEDICAL AND GENERAL STORES - 9096000909,"rohini balu kardile, DPH, [119538-21/12/2015]","AHMEDNAGAR-H.NO. 22, KHALEWADI,,BHINGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,086.488257"
